,Idade,Genero,UF,Regiao_origem,Nivel Ensino,Area Formacao,Situacao Trabalho,Setor,Trabalha como Gestao,Cargo como Gestor(a),Cargo Atual,Nivel,Faixa Salarial,Insatisfacao com a Empresa,Tempo XP em Dados,Tempo XP em Software,Criterios de escolha trabalho,Forma de trabalho atual,Forma de trabalho desejada,Faixa Salarial_number
146,36.0,Masculino,SP,,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,,Mais de 10 anos,de 1 a 2 anos,"Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),20000.0
147,29.0,Masculino,RS,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Finanças ou Bancos,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,de 4 a 5 anos,Menos de 1 ano,"Remuneração/Salário, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),25000.0
148,50.0,Masculino,RS,,Pós-graduação,Outras Engenharias,Servidor Público,Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,,Mais de 10 anos,Mais de 10 anos,Ambiente e clima de trabalho,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),20000.0
149,39.0,Masculino,PR,,Doutorado ou Phd,Outras Engenharias,Servidor Público,Setor Público,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Benefícios, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),25000.0
150,36.0,Masculino,SP,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Área da Saúde,1.0,Supervisor/Coordenador,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
151,23.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 4 a 5 anos,de 2 a 3 anos,"Remuneração/Salário, Propósito do trabalho e da empresa, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
152,32.0,Masculino,BA,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Internet/Ecommerce,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Qualidade dos gestores e líderes, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Modelo 100% remoto,Modelo 100% remoto,16000.0
153,53.0,Masculino,DF,Sudeste,Mestrado,Outras Engenharias,Servidor Público,Setor Público,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 25.001/mês a R$ 30.000/mês,,de 1 a 2 anos,Menos de 1 ano,"Ambiente e clima de trabalho, Qualidade dos gestores e líderes, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,30000.0
154,33.0,Masculino,SP,Sudeste,Mestrado,Outras Engenharias,Empregado (CLT),Varejo,1.0,Team Leader/Tech Leader,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 2 a 3 anos,de 1 a 2 anos,"Ambiente e clima de trabalho, Qualidade dos gestores e líderes",Modelo 100% remoto,Modelo 100% remoto,16000.0
155,29.0,Masculino,PR,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,,de 6 a 10 anos,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),20000.0
156,30.0,Masculino,SP,,Doutorado ou Phd,Outras Engenharias,Empregado (CLT),Varejo,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
157,46.0,Masculino,SP,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 25.001/mês a R$ 30.000/mês,,Mais de 10 anos,Mais de 10 anos,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),30000.0
158,46.0,Feminino,PE,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,de 2 a 3 anos,Mais de 10 anos,"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),25000.0
159,31.0,Masculino,SP,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Indústria,1.0,Supervisor/Coordenador,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 4 a 5 anos,de 2 a 3 anos,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
160,34.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
161,28.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Team Leader/Tech Leader,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,de 6 a 10 anos,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
162,34.0,Masculino,SP,,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,de 6 a 10 anos,Menos de 1 ano,"Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),25000.0
163,30.0,Masculino,PR,Sudeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,1.0,Supervisor/Coordenador,,Gestor,de R$ 6.001/mês a R$ 8.000/mês,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Oportunidade de aprendizado e trabalhar com referências na área,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
164,29.0,Masculino,SP,Centro-oeste,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Finanças ou Bancos,1.0,Team Leader/Tech Leader,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Ambiente e clima de trabalho, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
165,39.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,"Não tenho uma boa relação com meu líder/gestor, O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa",de 4 a 5 anos,de 6 a 10 anos,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo 100% remoto,16000.0
166,33.0,Masculino,SP,,Pós-graduação,Outras Engenharias,Empregado (CLT),Finanças ou Bancos,1.0,Team Leader/Tech Leader,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 6 a 10 anos,de 2 a 3 anos,Propósito do trabalho e da empresa,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
167,33.0,Feminino,SP,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 4.001/mês a R$ 6.000/mês,,de 2 a 3 anos,Menos de 1 ano,,Modelo 100% remoto,Modelo 100% remoto,6000.0
168,,Masculino,RS,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Público,1.0,Team Leader/Tech Leader,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,,de 2 a 3 anos,Mais de 10 anos,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% presencial,20000.0
169,29.0,Masculino,MG,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,1.0,Team Leader/Tech Leader,,Gestor,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,Menos de 1 ano,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,8000.0
170,29.0,Feminino,RJ,,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Educação,1.0,Supervisor/Coordenador,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Propósito do trabalho e da empresa, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,16000.0
171,30.0,Masculino,SP,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,1.0,Supervisor/Coordenador,,Gestor,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,de 2 a 3 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
172,39.0,Masculino,MG,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,"Gostaria de trabalhar em em outra área de atuação, Prazos não realistas",de 6 a 10 anos,Mais de 10 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,20000.0
173,43.0,Masculino,SP,,Pós-graduação,Outras,Empregado (CLT),Setor Alimentício,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 30.001/mês a R$ 40.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Ambiente e clima de trabalho,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),40000.0
174,37.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 16.001/mês a R$ 20.000/mês,Falta de maturidade analítica na empresa,Mais de 10 anos,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),20000.0
175,32.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Tecnologia/Fábrica de Software,1.0,Team Leader/Tech Leader,,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,de 6 a 10 anos,Menos de 1 ano,"Ambiente e clima de trabalho, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),25000.0
176,33.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Tecnologia/Fábrica de Software,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 30.001/mês a R$ 40.000/mês,,Mais de 10 anos,Menos de 1 ano,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,40000.0
177,27.0,Masculino,PR,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,Acima de R$ 40.001/mês,,de 4 a 5 anos,de 2 a 3 anos,"Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,45000.0
178,47.0,Masculino,DF,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Seguros ou Previdência,1.0,Supervisor/Coordenador,,Gestor,de R$ 6.001/mês a R$ 8.000/mês,,de 6 a 10 anos,de 6 a 10 anos,Plano de carreira e oportunidades de crescimento profissional,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
179,30.0,Masculino,SP,,Doutorado ou Phd,Química / Física,Empregado (CLT),Varejo,1.0,"Sócio ou C-level (CEO, CDO, CIO, CTO etc)",,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Reputação que a empresa tem no mercado,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido com dias fixos de trabalho presencial,25000.0
180,35.0,Masculino,PR,Centro-oeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,1.0,Gerente/Head/Diretor/VP,,Gestor,Acima de R$ 40.001/mês,,de 6 a 10 anos,de 4 a 5 anos,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),45000.0
181,36.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Serviços,1.0,Supervisor/Coordenador,,Gestor,de R$ 6.001/mês a R$ 8.000/mês,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",Menos de 1 ano,de 6 a 10 anos,"Benefícios, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,8000.0
182,29.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Tecnologia/Fábrica de Software,1.0,Supervisor/Coordenador,,Gestor,de R$ 25.001/mês a R$ 30.000/mês,,de 6 a 10 anos,de 2 a 3 anos,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Reputação que a empresa tem no mercado",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),30000.0
183,28.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Serviços,1.0,Team Leader/Tech Leader,,Gestor,de R$ 20.001/mês a R$ 25.000/mês,,de 2 a 3 anos,de 4 a 5 anos,"Ambiente e clima de trabalho, Qualidade dos gestores e líderes, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),25000.0
184,32.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,1.0,Supervisor/Coordenador,,Gestor,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
