,Idade,Genero,UF,Regiao_origem,Nivel Ensino,Area Formacao,Situacao Trabalho,Setor,Trabalha como Gestao,Cargo como Gestor(a),Cargo Atual,Nivel,Faixa Salarial,Insatisfacao com a Empresa,Tempo XP em Dados,Tempo XP em Software,Criterios de escolha trabalho,Forma de trabalho atual,Forma de trabalho desejada,Faixa Salarial_number
2152,30.0,Masculino,SP,,Mestrado,Outras,Empregado (CLT),Outro,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 12.001/mês a R$ 16.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
2153,28.0,Feminino,MG,,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Finanças ou Bancos,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
2154,26.0,Masculino,SP,Nordeste,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Serviços,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,,Menos de 1 ano,Menos de 1 ano,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,4000.0
2156,20.0,Feminino,SC,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Engenheiro de Machine Learning/ML Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,de 1 a 2 anos,Menos de 1 ano,"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
2157,35.0,Masculino,BA,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Gostaria de trabalhar em em outra área de atuação,de 4 a 5 anos,de 6 a 10 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
2158,39.0,Masculino,RJ,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Indústria,0.0,,Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,de 1 a 2 anos,"Plano de carreira e oportunidades de crescimento profissional, Benefícios, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
2159,29.0,Feminino,SP,Sudeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Varejo,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Maturidade da empresa em termos de tecnologia e dados, Propósito do trabalho e da empresa, Remuneração/Salário",Modelo 100% remoto,Modelo 100% remoto,12000.0
2160,26.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outro,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 2 a 3 anos,de 1 a 2 anos,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,6000.0
2161,27.0,Masculino,DF,,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Outro,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
2162,30.0,Masculino,SP,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,de 2 a 3 anos,Menos de 1 ano,"Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área, Qualidade dos gestores e líderes",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
2163,35.0,Masculino,MG,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 20.001/mês a R$ 25.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Reputação que a empresa tem no mercado",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),25000.0
2165,26.0,Masculino,MG,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,12000.0
2166,26.0,Masculino,MG,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Qualidade dos gestores e líderes, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,12000.0
2167,40.0,Masculino,RS,,Mestrado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Gostaria de trabalhar em em outra área de atuação,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,6000.0
2168,40.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil (PJ),Outro,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 30.001/mês a R$ 40.000/mês,,Mais de 10 anos,Menos de 1 ano,"Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),40000.0
2171,31.0,Masculino,GO,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,de 6 a 10 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,12000.0
2173,54.0,Masculino,RJ,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,0.0,,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Falta de oportunidade de crescimento no emprego atual, Gostaria de trabalhar em em outra área de atuação",Mais de 10 anos,de 6 a 10 anos,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,12000.0
2174,30.0,Masculino,SP,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Outra,de 6 a 10 anos,de 1 a 2 anos,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Benefícios",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
2175,45.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Indústria,0.0,,Analista de Marketing,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Falta de oportunidade de crescimento no emprego atual,de 1 a 2 anos,Menos de 1 ano,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,12000.0
2176,,Masculino,RJ,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Energia,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 25.001/mês a R$ 30.000/mês,,de 6 a 10 anos,de 4 a 5 anos,"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),30000.0
2177,46.0,Masculino,RS,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Outro,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,de 6 a 10 anos,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
2178,23.0,Feminino,BA,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,,Menos de 1 ano,de 4 a 5 anos,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
2179,33.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,,de 6 a 10 anos,Menos de 1 ano,"Oportunidade de aprendizado e trabalhar com referências na área, Benefícios, Remuneração/Salário",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),20000.0
2180,25.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Indústria,0.0,,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Gostaria de trabalhar em em outra área de atuação, Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual",Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial,Modelo 100% remoto,4000.0
2181,33.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,de 1 a 2 anos,"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
2182,26.0,Masculino,MG,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,0.0,,Analista de Sistemas/Analista de TI,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",de 1 a 2 anos,de 1 a 2 anos,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
2183,54.0,Masculino,RS,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empreendedor ou Empregado (CNPJ),Consultoria,0.0,,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
2184,32.0,Feminino,MG,,Pós-graduação,Outras Engenharias,Empregado (CLT),Educação,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,8000.0
2185,22.0,Feminino,SP,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Indústria,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Falta de maturidade analítica na empresa, Não tenho uma boa relação com meu líder/gestor",de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,6000.0
2186,27.0,Masculino,RJ,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Logística,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 1.001/mês a R$ 2.000/mês,,Menos de 1 ano,de 1 a 2 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
2188,25.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Internet/Ecommerce,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
2189,33.0,Masculino,BA,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outro,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 2.001/mês a R$ 3000/mês,,de 2 a 3 anos,de 6 a 10 anos,"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,3000.0
2190,21.0,Masculino,PE,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Consultoria,0.0,,Analista de Negócios/Business Analyst,Pleno,de R$ 1.001/mês a R$ 2.000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
2191,26.0,Masculino,SP,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Imobiliário,0.0,,Outro,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
2192,27.0,Masculino,SP,,Pós-graduação,Outras Engenharias,Empregado (CLT),Área da Saúde,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Remuneração/Salário",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
2193,22.0,Masculino,MG,Nordeste,Estudante de Graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Engenheiro de Machine Learning/ML Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,de 1 a 2 anos,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
2195,34.0,Masculino,SC,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Marketing,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,6000.0
2196,33.0,Masculino,SP,Centro-oeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Educação,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",de 2 a 3 anos,de 6 a 10 anos,"Flexibilidade de trabalho remoto, Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
2197,31.0,Masculino,GO,,Graduação/Bacharelado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empreendedor ou Empregado (CNPJ),Serviços,1.0,Gerente/Head/Diretor/VP,,Gestor,de R$ 2.001/mês a R$ 3000/mês,Gostaria de trabalhar em em outra área de atuação,Menos de 1 ano,Menos de 1 ano,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
2198,23.0,Masculino,PR,,Estudante de Graduação,Outras Engenharias,Estagiário,Varejo,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
2199,27.0,Masculino,SP,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Marketing,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 1 a 2 anos,de 2 a 3 anos,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Reputação que a empresa tem no mercado",Modelo 100% remoto,Modelo 100% remoto,6000.0
2200,28.0,Masculino,BA,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Tecnologia/Fábrica de Software,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3000/mês,,Menos de 1 ano,Menos de 1 ano,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo 100% remoto,3000.0
2201,33.0,Feminino,RJ,,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Telecomunicação,0.0,,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,8000.0
2202,22.0,Masculino,RJ,,Graduação/Bacharelado,Ciências Sociais,Empreendedor ou Empregado (CNPJ),Tecnologia/Fábrica de Software,0.0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
2203,29.0,Masculino,SP,,Pós-graduação,Outras,Empregado (CLT),Área da Saúde,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 1 a 2 anos,Menos de 1 ano,"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho, Qualidade dos gestores e líderes",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
2204,28.0,Masculino,SP,,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Construção Civil,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Propósito do trabalho e da empresa",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
2205,23.0,Masculino,PE,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Servidor Público,Setor Público,0.0,,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Gostaria de trabalhar em em outra área de atuação,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,2000.0
2206,29.0,Masculino,BA,,Mestrado,Outras Engenharias,Empregado (CLT),Varejo,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,de 2 a 3 anos,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
2207,29.0,Feminino,SC,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Falta de oportunidade de crescimento no emprego atual, Não tenho uma boa relação com meu líder/gestor, Falta de maturidade analítica na empresa",de 4 a 5 anos,Menos de 1 ano,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
2208,33.0,Masculino,SP,,Mestrado,Química / Física,Empregado (CLT),Finanças ou Bancos,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Remuneração/Salário",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
2212,24.0,Feminino,RS,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,"Salário atual não corresponde ao mercado, Falta de oportunidade de crescimento no emprego atual, Área não é valorizada",de 4 a 5 anos,de 1 a 2 anos,"Ambiente e clima de trabalho, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
2213,33.0,Masculino,SP,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Alimentício,0.0,,Engenheiro de Dados/Data Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Propósito do trabalho e da empresa, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
